n_mc_attempted,n_mc_success,lya_peak_repeat,lya_peak_err_mc,z_lya_err_mc,delta_v_err_lya_kms,delta_v_err_sys_kms,delta_v_err_kms,flux_fit_err_mc,fwhm_kms_err_mc,frac_alpha_at_bound,frac_sigma_at_bound,frac_mu_at_bound,ID
500,500,5088.287438132003,1.7530252335114604,0.0014424075834887022,103.31580592883044,23.494668127483546,105.95355201759094,100.97256903128175,180.22368788546473,0.478,0.0,0.042,35799
