n_mc_attempted,n_mc_success,lya_peak_repeat,lya_peak_err_mc,z_lya_err_mc,delta_v_err_lya_kms,delta_v_err_sys_kms,delta_v_err_kms,flux_fit_err_mc,fwhm_kms_err_mc,frac_alpha_at_bound,frac_sigma_at_bound,frac_mu_at_bound,ID
500,499,5124.739617119742,2.500455770282582,0.002057401496850511,146.875272598623,2237.9708531530923,2242.7852962920233,58.31620786425616,372.3428938709475,0.6072144288577155,0.07214428857715431,0.022044088176352707,48086
