n_mc_attempted,n_mc_success,lya_peak_repeat,lya_peak_err_mc,z_lya_err_mc,delta_v_err_lya_kms,delta_v_err_sys_kms,delta_v_err_kms,flux_fit_err_mc,fwhm_kms_err_mc,frac_alpha_at_bound,frac_sigma_at_bound,frac_mu_at_bound,ID
500,499,5420.706081865155,1.9036140081500021,0.0015663149619685626,105.19748357056477,15.709524420089599,106.36399629143611,63.031774411815256,219.66671048926736,0.5731462925851704,0.002004008016032064,0.004008016032064128,50654
