n_mc_attempted,n_mc_success,lya_peak_repeat,lya_peak_err_mc,z_lya_err_mc,delta_v_err_lya_kms,delta_v_err_sys_kms,delta_v_err_kms,flux_fit_err_mc,fwhm_kms_err_mc,frac_alpha_at_bound,frac_sigma_at_bound,frac_mu_at_bound,ID
500,500,4816.185407955089,0.1153803451195188,9.493607965471453e-05,7.183828010121783,1.5694132287743152,7.353260689086312,40.68275181003572,13.739533256710466,0.472,0.0,0.0,49902
