false_index,ra_deg,dec_deg,dx_arcsec,dy_arcsec,peak_snr
1,150.09182580321925,2.3649913540938563,-0.10000000000000009,0.2999999999999998,3.01061912417008
2,150.09090810368275,2.364612873050933,-0.4,0.19999999999999984,3.4762406585785377
3,150.0885872375835,2.3639929819150813,0.2999999999999998,-0.10000000000000009,4.249726004499852
4,150.0884462872932,2.364536912496935,0.3999999999999998,-0.20000000000000007,3.604829465641738
5,150.0914971015235,2.3609565662864744,-0.10000000000000009,-0.10000000000000009,2.4214707644029847
6,150.0907730574488,2.365123818564127,0.3999999999999998,0.3999999999999998,2.5410520725430366
7,150.09059688954963,2.361617486797697,0.2999999999999998,-0.30000000000000004,4.758958980252009
8,150.0893192037235,2.3637574291957613,0.09999999999999987,0.2999999999999998,3.3021466187292123
9,150.09137738572946,2.3619375985880136,-1.1102230246251565e-16,0.19999999999999984,2.1774220136189055
10,150.08876721250223,2.365052477672529,-1.1102230246251565e-16,-0.10000000000000009,4.879531407970579
11,150.09060516028237,2.3621082775456093,0.3999999999999998,-0.30000000000000004,3.9119562174218734
12,150.0872557627433,2.3614058554073614,-0.20000000000000007,0.19999999999999984,4.404783441854699
13,150.09155883126903,2.36172010392227,0.3999999999999998,0.19999999999999984,2.2054766198533837
14,150.08859581272844,2.361223525235494,-0.4,0.19999999999999984,5.111691139975718
15,150.0908092199285,2.362936516020532,-0.4,0.19999999999999984,3.045778699328908
16,150.0914495569411,2.3615317559583104,-0.10000000000000009,-0.4,3.4547811768264234
17,150.09076237120334,2.360318635962881,0.2999999999999998,-0.4,3.4718993527788307
18,150.091626314758,2.3611548189811344,0.3999999999999998,0.09999999999999987,3.7782748425820465
19,150.09131120987894,2.3636417242452588,-1.1102230246251565e-16,0.2999999999999998,3.0186122508275006
20,150.08823441488627,2.360335951027981,-0.30000000000000004,-0.10000000000000009,3.462086771879802
21,150.09087964678218,2.362994465365132,0.19999999999999984,0.3999999999999998,2.7830724217743987
22,150.08763956787652,2.3626181833020987,-0.20000000000000007,-0.10000000000000009,3.2776822601788154
23,150.0881151316267,2.362229437492313,0.3999999999999998,0.3999999999999998,1.9541620176666827
24,150.0877417510695,2.361823830968784,-0.4,0.2999999999999998,2.333915083420321
25,150.09110580477238,2.360535242522076,0.19999999999999984,0.2999999999999998,3.734855616792233
26,150.09076911295716,2.3615815368639925,-0.10000000000000009,-0.4,5.50567275711355
27,150.09118708259146,2.361321090154224,-1.1102230246251565e-16,0.2999999999999998,2.8480303883004128
28,150.09195130861977,2.363215245177411,-0.30000000000000004,-0.10000000000000009,2.5010537264746935
29,150.08797893790114,2.3644829007244472,0.2999999999999998,0.09999999999999987,3.6511932411345835
30,150.09033388799546,2.3605372238722544,-0.30000000000000004,0.09999999999999987,3.4418979708814397
31,150.09067915586553,2.360391320594052,0.19999999999999984,-0.10000000000000009,2.7309426560740704
32,150.09100842377833,2.36103058918308,-1.1102230246251565e-16,-0.4,3.9235701448673286
33,150.0919139101578,2.362368090035481,-0.20000000000000007,0.2999999999999998,2.2198775816614833
34,150.08891882509823,2.3601777908088435,-0.20000000000000007,0.3999999999999998,4.429666370467196
35,150.08779715860527,2.3640238334866184,0.09999999999999987,-0.20000000000000007,3.1475329104170497
36,150.08894388368597,2.3607768323706737,-1.1102230246251565e-16,0.19999999999999984,4.342419126222026
37,150.09051227440128,2.364325544534863,-0.30000000000000004,-0.10000000000000009,2.980208695527614
38,150.0886844831484,2.360787802417814,0.09999999999999987,-1.1102230246251565e-16,5.107896024289637
39,150.08938174112387,2.361260221458836,-0.30000000000000004,0.2999999999999998,2.9428498397177156
40,150.09070487937487,2.3640384915669683,-0.20000000000000007,0.09999999999999987,3.6254802597883273
41,150.09087255475788,2.3620809168564256,-1.1102230246251565e-16,-1.1102230246251565e-16,4.258485167944993
42,150.08763697894963,2.364821937301557,-0.20000000000000007,-0.20000000000000007,2.5581991460625955
43,150.0874979218211,2.3603537783857718,-0.10000000000000009,-0.20000000000000007,5.341832796780288
44,150.0871220829888,2.3634560387307606,-1.1102230246251565e-16,-1.1102230246251565e-16,2.591539567981339
45,150.08833518880533,2.361063819786772,-0.10000000000000009,-1.1102230246251565e-16,3.879513485692887
46,150.09038755567096,2.3640818016369853,-0.30000000000000004,0.2999999999999998,3.688405458612481
47,150.08932637104468,2.364889697778682,-0.30000000000000004,-0.30000000000000004,3.2512115510750474
48,150.09191122885338,2.364040437531841,-0.4,-1.1102230246251565e-16,2.908000899456714
49,150.08765412210474,2.362483113186075,-0.30000000000000004,-0.20000000000000007,4.119998914478554
50,150.08982440557452,2.363945363630509,0.19999999999999984,-1.1102230246251565e-16,3.5927546843569855
51,150.08961752265523,2.361226796966274,0.19999999999999984,-1.1102230246251565e-16,4.354456940991579
52,150.09072927287176,2.3633271808885574,0.3999999999999998,-0.30000000000000004,4.321768400692597
53,150.09071371594035,2.362568409237293,0.3999999999999998,-0.10000000000000009,2.978406068738095
54,150.08775760507015,2.363424620621956,0.2999999999999998,-0.4,2.3200798026302074
55,150.0893167342609,2.3602601765682745,0.2999999999999998,0.09999999999999987,5.125783442110384
56,150.09189497706225,2.360378430768725,-1.1102230246251565e-16,0.2999999999999998,2.7223804402951073
57,150.09192722200004,2.361066462850596,0.09999999999999987,0.19999999999999984,5.542369275638581
58,150.0892139370395,2.360790935238678,-0.10000000000000009,-0.30000000000000004,4.0886896560399455
59,150.08876501007367,2.364572103087087,-0.30000000000000004,-0.10000000000000009,3.4967070099008497
60,150.08958667794298,2.3646337839506204,-0.4,-1.1102230246251565e-16,2.7819387116795973
61,150.09113038226712,2.3637653646539016,0.2999999999999998,0.09999999999999987,3.3910924882912226
