ID,ra,dec,z_sys,z_sys_source,z_lya,delta_v_kms,lya_snr,snr_flag,quality_flag,quality_reason,lya_sys_wave,lya_peak_wave,best_center,flux_fit,flux_fit_err,fwhm_ang,fwhm_kms,alpha_skew,mu,sigma,fit_success,n_mc_attempted,n_mc_success,lya_peak_repeat,lya_peak_err_mc,z_lya_err_mc,delta_v_err_lya_kms,delta_v_err_sys_kms,delta_v_err_kms,flux_fit_err_mc,fwhm_kms_err_mc,frac_alpha_at_bound,frac_sigma_at_bound,frac_mu_at_bound,dv_err_group
48688,150.127787618539,2.3651850855555554,4.388786720901873,z_sys,4.388929078481681,7.919728684007742,10.6086511999784,1,1,ok,6550.986352998781,6551.159412837826,6553.061,317.2718479775321,25.738087120222,5.360680766820224,245.3730680772355,4.826480632380999,6549.584582495822,4.170693071305573,True,500.0,500.0,6551.159412837826,0.3544133938477946,0.0002915375010058,16.219002263852246,3.477743212233942,16.58766807857824,24.951632746532525,20.61582656396066,0.132,0.0,0.0,1
48744,150.178434128542,2.364869268888889,3.4573448216184914,z_sys,3.4640470904974388,450.781741554142,3.336748447515665,0,1,ok,5418.660379296952,5426.808126505021,5426.061,130.93543296974337,32.110362645951,3.632879781833253,200.69085018353223,0.0004601248976534,5426.804253498857,1.5488151649841828,True,500.0,500.0,5426.808126505021,0.7080300759573491,0.0005824196335825,39.17242675332986,2.7139509124360104,39.26632841634299,33.43529787539646,80.59150041318225,0.608,0.082,0.0,1
49289,150.13005719849852,2.3672327033333334,3.7572416830020936,z_sys,3.755906352068457,-84.15005364744304,10.125691689795202,1,0,skew_pinned,5783.235996775155,5781.612675019061,5784.061,437.43819959987087,40.93373085019182,8.49687461045778,440.7329566653329,7.999999999999999,5779.687872811385,6.934490115759529,True,500.0,500.0,5781.612675019061,0.6376210086494513,0.0005245017222185,33.05311586143976,1.6040770324124196,33.09201612588259,41.98935862509628,52.06884876005658,0.508,0.0,0.0,1
49296,150.13005719849852,2.3672327033333334,3.7572416830020936,z_sys,3.755906352068457,-84.15005364744304,10.125691689795202,1,0,skew_pinned,5783.235996775155,5781.612675019061,5784.061,437.43819959987087,40.93373085019182,8.49687461045778,440.7329566653329,7.999999999999999,5779.687872811385,6.934490115759529,True,500.0,500.0,5781.612675019061,0.5782589276933597,0.0004756709696655,29.97589332171541,1.6040770324124196,30.01878151359205,41.93304789161049,51.74091338048909,0.574,0.0,0.0,1
49482,150.07954806302885,2.367766382222222,3.4199192904280213,z_sys,3.4207564438472806,56.78209595961607,12.481498110434394,1,1,ok,5373.163283794633,5374.180986091824,5375.061,905.0173319031476,68.80776966999665,6.03303074397445,336.6699884886553,3.4412451811448848,5372.195852813935,4.434943004623934,True,500.0,500.0,5374.180986091824,0.4549918034975769,0.0003742724616858,25.38599777002515,7.406472633067291,26.444370282615857,68.64966948144257,31.04092900826526,0.086,0.0,0.0,1
49540,150.11122932302013,2.3675214544444447,3.5651,z_dja,3.565946313970516,55.5778724366559,11.427374662205755,1,1,ok,5549.655117,5550.683955504537,5552.061,471.77682384500326,38.4406708771989,6.259713018812363,338.20374185252143,4.3869656687030885,5548.769927869938,4.813960069659744,True,500.0,500.0,5550.683955504537,0.5097007191961541,0.000419275559318,27.53404098645772,,27.53404098645772,37.267248387752765,33.359837133646536,0.182,0.0,0.0,1
49694,150.07954806302885,2.367766382222222,3.4199192904280213,z_sys,3.4207564438472806,56.78209595961607,12.481498110434394,1,1,ok,5373.163283794633,5374.180986091824,5375.061,905.0173319031476,68.80776966999665,6.03303074397445,336.6699884886553,3.4412451811448848,5372.195852813935,4.434943004623934,True,500.0,500.0,5374.180986091824,0.436942161938904,0.0003594249771228,24.3789287265041,7.406472633067291,25.479168014602468,65.50718603108092,31.441831327420644,0.052,0.0,0.0,1
49726,150.17380696303826,2.3679732244444445,3.1711728991265264,z_sys,3.174428164381756,233.96392235661835,30.55899995568666,1,1,ok,5070.769758281144,5074.72708659397,5077.061,1577.7272770027237,48.19963841812635,7.477796962528373,441.9258232071903,6.231387019213009,5072.767903789787,5.98074201063065,True,500.0,500.0,5074.72708659397,0.2292735814631271,0.0001885985353452,13.55504071724867,5.455243876517324,14.611598632543568,51.55867186442895,16.45555148789929,0.106,0.0,0.0,1
49902,150.14021900153563,2.3688509,2.9618321363582,z_sys,2.9617541221344696,-5.903348523142834,31.3322952526851,1,1,ok,4816.280473206573,4816.185633655211,4816.061,1364.260308688455,41.439266418514414,6.055026198153428,376.906904821714,5.772759473464303e-05,4816.1791784034,2.5814551989782406,True,500.0,500.0,4816.185633655211,0.1096712385319881,9.021464585947511e-05,6.826556375675351,1.5694132287743152,7.004636309825486,45.217347402777065,13.056618044515504,0.436,0.0,0.0,1
49939,150.15172124458957,2.368674411111111,3.750372266997093,z_sys,3.752605974103908,140.96759293085728,3.2232118151009748,0,1,ok,5774.885053820357,5777.600504538897,5777.061,173.32360550308556,57.25583170856525,9.287355981665314,481.9101021922543,2.740178321488382e-05,5777.590603306508,3.959502832694752,True,500.0,500.0,5777.600504538897,2.009477590307025,0.0016529795012684,104.31830598871002,12.39709845069119,105.05235368305776,63.9768831530873,343.0033488899394,0.6,0.016,0.01,2
50654,150.11921915524886,2.3711898644444447,3.463694344321006,z_sys,3.4595843392670185,-276.03783379456115,4.258685466026151,0,0,skew_pinned,5426.379303560718,5421.382893716736,5423.061,248.3399265783235,52.98053887432525,10.764232059470489,595.5099942533087,7.999999999999999,5418.944465637958,8.784931429760249,True,500.0,500.0,5421.382893716736,1.5915145374050328,0.0013091665809019,87.92677924270892,15.7095244200896,89.31913381522158,58.78618948293363,183.02078823984,0.61,0.0,0.004,1
50751,150.13823243,2.371613331111111,3.159992468663634,z_sys,3.1755160041615413,1118.7132906668205,2.8175879196791813,0,1,ok,5057.17804438032,5076.049540779061,5075.061,149.0173163620043,36.21110641565295,2.803878934137174,165.59772434308397,5.579948193198369e-06,5076.04655156911,1.1953850594475692,True,500.0,500.0,5076.049540779061,0.4960419122494938,0.0004080399386753,29.405653279212984,3.26758863851848,29.58664530303942,36.80187146972324,69.28269732992631,0.49,0.216,0.0,1
50966,150.13745461840568,2.37177286,3.715756172445461,z_sys,3.718102721801295,149.17603317032578,6.153353232639944,1,1,ok,5732.803306156774,5735.655935812181,5736.061,264.92444527499777,40.31289562037793,4.329025042432477,226.2705638229093,1.594275689891368e-05,5735.651320646891,1.8456045996464976,True,500.0,500.0,5735.655935812181,0.527650999079953,0.0004340413097962,27.593095651903912,2.9760994504018465,27.753127672278683,37.350951493231385,41.100201602446106,0.552,0.002,0.0,1
50970,150.18688489679192,2.372284317777778,3.0655103966160846,z_sys,3.064396850731482,-82.11334501041931,13.131078957546372,1,1,ok,4942.319023854276,4940.965319528741,4942.061,670.9736229283917,49.826455848388456,7.137761390846208,433.286388718749,3.6471975072854175,4938.643556994544,5.305559071002214,True,500.0,500.0,4940.965319528741,0.5471450748383461,0.0004500769738813,33.18886661842049,6.735617233622473,33.8654603827141,52.14156152979907,41.77410718959599,0.08,0.0,0.0,1
51240,150.11922476516514,2.372717273333333,3.7190006042280377,z_sys,3.7352955620555033,1035.1991596960995,3.022674228561452,0,1,ok,5736.747464541899,5756.5567559240135,5755.061,108.12790978309506,31.911052359965737,4.552732764262146,237.1388290786332,0.7111497997437067,5755.594523757653,2.198837961870045,True,500.0,499.0,5756.5567559240135,1.021347645955467,0.0008401520527408,53.37385393832283,5.448721267416894,53.65125206068747,35.52414436761704,130.45986805344,0.6593186372745491,0.0761523046092184,0.0,1
51579,150.10867511,2.374358382222222,4.522096513814507,z_sys,4.525077633119425,161.8438000452992,29.051020322992983,1,1,ok,6713.047068948882,6716.671126254292,6718.061,824.7123894148682,26.29178046450615,5.221032839813233,233.0895306445406,4.67150599603178,6715.129006515892,4.030677669191346,True,500.0,500.0,6716.671126254292,0.2015417232176171,0.0001657865401117,9.000486362212515,1.782728064933838,9.175340544627009,25.946007406784243,8.81836330247152,0.052,0.0,0.0,1
53947,150.10068138211412,2.3974694822222222,3.5359099966434178,z_sys,3.541618071865292,377.2645185819208,7.263444466943501,1,1,ok,5514.169705619504,5521.10884142448,5521.061,813.5816005116501,110.45039171968897,11.222656126621589,609.3839186210795,0.0008775913332112,5521.0969024286005,4.774404452165871,True,500.0,500.0,5521.10884142448,1.2891599762232302,0.0010604522413345,70.08860057994234,7.964479679867315,70.539668753303,117.1592920703126,116.5438058620829,0.49,0.0,0.0,1
54193,150.10128602629246,2.3967334955555555,3.5357192266194497,z_sys,3.530742340346915,-328.95179226991814,2.8948339194197032,0,0,dv_out_of_band;narrow_fwhm;skew_pinned,5513.937792224467,5507.887540889535,5509.061,163.0534432285978,20910.662236799613,1.2253063265816309,66.696370540015,7.999999999928583,5507.609971497187,1.0000000000000002,True,500.0,500.0,5507.887540889535,0.5641774236918776,0.000464087641952,30.674291762087776,3.732454971802485,30.90054037103913,47.304626549627535,289.72969612700655,0.576,0.624,0.002,1
54521,150.09351762170343,2.39552825,3.417666420185612,z_sys,3.4116547773042285,-407.96316982948895,3.55936494238502,0,0,dv_out_of_band,5370.424537027044,5363.116363125432,5365.061,191.8812707320312,52.85566576154539,11.989965112682512,670.2277963096731,0.0044367434601393,5363.103607843397,5.100837285704049,True,500.0,500.0,5363.116363125432,2.279458141202162,0.0018750632500614,127.24587308648854,14.116443344886852,128.02650581130516,66.671566141216,294.3505988076067,0.552,0.016,0.076,2
55418,150.10087948198074,2.391999638888889,3.840589475929619,z_sys,,,0.0,0,0,fit_failed,5884.55940820336,,5879.061,,,,,,,,False,,,,,,,,,,,,,,2
56591,150.1178659856953,2.386745448888889,3.753380821677738,z_sys,3.754099185638225,45.30672073882423,1.7086126887767212,0,0,skew_pinned,5778.542463488975,5779.415757004821,5784.061,95.8206256920518,48.43353002143164,9.63287110822057,499.86936632185433,7.999999999979697,5777.233616815,7.861602359546155,True,500.0,500.0,5779.415757004821,4.855330285882946,0.0039939541864839,251.89594261938367,20.86900742038398,252.758939265894,74.77059337305481,652.4385038432106,0.692,0.112,0.066,2
57111,150.11467345618294,2.387244618888889,3.7588987311907305,z_sys,3.770968457637,760.3467026938451,2.8417049290031065,0,0,skew_pinned,5785.250420546636,5799.923224895572,5803.061,112.10606346683176,125.7442510282371,2.6593674335854303,137.47442633019708,7.999999418851779,5799.320796762658,2.170369462634561,True,500.0,498.0,5799.923224895572,5.885117564898423,0.0048410486109704,304.9675869058001,7.682201320027136,305.0643297409059,488.1456906912447,772.9325639159589,0.6445783132530121,0.1767068273092369,0.0301204819277108,2
57248,150.10668204367022,2.383779145555556,3.723101296811256,z_sys,3.728598167062211,348.906394396733,6.86727961610662,1,1,ok,5741.73255349454,5748.414933752519,5750.061,330.489542016825,47.50963396994772,6.59192985044956,343.89837801248063,4.924077693812188,5746.496579167134,5.148657709364924,True,500.0,500.0,5748.414933752519,0.7969122699320754,0.0006555333848265,41.60909376872522,9.95828358479574,42.78415707022612,51.32899359157887,70.05395537924521,0.45,0.0,0.0,1
58782,150.18005219827413,2.37831,4.932169816765184,z_sys,4.932726213301661,28.118460941848262,27.595624946948146,1,1,ok,7211.560881146932,7212.237275724431,7214.061,757.6274022370878,27.200064251212247,8.500171444162334,353.45564164718155,4.381263700542027,7209.638184840543,6.536958770232277,True,500.0,500.0,7212.237275724431,0.2968809832665404,0.0002442118200387,12.341666550942014,36.078889696109584,38.13139146370983,27.30874000752001,15.227536203528674,0.002,0.0,0.0,1
59457,150.13188632330443,2.375784785555556,2.9917631655753545,z_sys,2.9953870560470754,272.1642008747317,3.051642813532254,0,0,narrow_fwhm,4852.666727494991,4857.0721824247485,4856.061,112.67467629304475,82.45746439614771,1.6196952726295422,99.98348427734771,1.8574972952496456,4856.526360350116,1.0152290588160409,True,500.0,500.0,4857.0721824247485,0.292583758444096,0.0002406769587503,18.07550549841965,1.7446898030869729,18.15951104882493,21.023053991447306,40.18946972451718,0.556,0.61,0.0,1
59737,150.08672731,2.3749150944444444,3.4173,z_dja,3.424394988873704,481.5213261337085,15.036421771244465,1,1,ok,5369.979091,5378.6042561240965,5379.061,665.380050184807,42.20093423516069,6.51472729438774,363.119984089984,0.0156999891604625,5378.569603319339,2.7715313244953137,True,500.0,500.0,5378.6042561240965,0.2716534021933758,0.0002234598223147,15.165727796614007,,15.165727796614007,43.56905793106049,28.771095335525988,0.468,0.0,0.0,1
