ID,ra,dec,z_sys,z_sys_source,z_lya,delta_v_kms,lya_snr,snr_flag,quality_flag,quality_reason,lya_sys_wave,lya_peak_wave,lya_peak_wave_vac,best_center,flux_fit,flux_fit_err,fwhm_ang,fwhm_kms,alpha_skew,mu,sigma,fit_success,n_mc_attempted,n_mc_success,lya_peak_repeat,lya_peak_err_mc,z_lya_err_mc,delta_v_err_lya_kms,delta_v_err_sys_kms,delta_v_err_kms,flux_fit_err_mc,fwhm_kms_err_mc,frac_alpha_at_bound,frac_sigma_at_bound,frac_mu_at_bound,_grade,n_criteria_failed,tier,skew_pinned,dv_out_of_band,pass_grade_a,pass_fwhm>100,pass_dv_err<120,pass_snr>2,pass_not_pinned_or_oob
47283,150.1349070586344,2.36036375,3.7556398181133535,z_sys,3.756365784165092,45.76443031833844,27.649845111477184,1,1,ok,5781.288657685861,5780.568068041143,5782.171192835977,5782.061,968.6199518485728,31.44825224115387,4.608157147156817,239.0509867326249,3.5139918844796147,5779.063190153604,3.400003769645296,True,500.0,500.0,5780.568068040781,0.1546490617677146,0.0001272470770593,8.021573429434028,3.420962426976317,8.72058623090132,31.214214558305525,9.6104897509198,0.0,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
47549,150.09679965725107,2.360891763333333,3.231870179898798,z_sys,3.2307151273354773,-81.82577261511479,2.7363052335471068,0,1,ok,5144.557621597572,5141.720891557982,5143.15345884792,5140.061,78.51712336427052,31.14565995404791,3.59103945410152,209.42201197569705,4.695229348294415,5140.656106603568,2.783055576928509,True,500.0,497.0,5141.720891538078,1.4490891312242538,0.001192325944236,84.46627858707978,5.608117406042538,84.65224863634828,36.34272670721771,187.7208409733463,0.5855130784708249,0.1569416498993963,0.0040241448692152,a,0,gold,False,False,True,True,True,True,True
47664,150.13168715,2.361749794444445,3.519489986483696,z_sys,3.521319951255734,121.3875102507792,7.114734180237074,1,0,skew_pinned,5494.208391868636,5494.906278586303,5496.433025143058,5498.061,290.49183646888633,111.23447203123872,6.050235454450558,330.1444657336487,14.999999993838005,5494.0038274996095,5.082960416459685,True,500.0,500.0,5494.906278586107,0.7272949454493073,0.0005984265384115,39.69557702735696,3.778159502857944,39.87497115690324,39.23643146374732,59.48589734654738,0.43,0.0,0.0,a,1,silver,True,False,True,True,True,True,False
47736,150.1378752941347,2.3609134666666667,2.9871504317981623,z_sys,2.990010606430137,215.0555385095538,1.2323928692941233,0,1,ok,4847.0591654240725,4849.181375974658,4850.536193918925,4853.061,99.51974363821404,2486.709098812753,1.6841541899639196,104.13041571689676,5.1220764526245,4848.695943296375,1.320575020718508,True,500.0,483.0,4849.175459571818,3.389583417279301,0.0027889829179228,209.70265822326425,3.0562311613181663,209.7249279766585,52.588366845006576,662.6934658376591,0.5859213250517599,0.3374741200828157,0.0455486542443064,a,2,bronze,False,False,True,True,False,False,True
47750,150.12949332,2.3617853133333333,2.988601484137201,z_sys,2.993856234341067,394.9591068594215,3.676747004644051,0,0,skew_pinned,4848.823166221072,4853.855150409198,4855.211208401405,4858.061,215.16784776832807,58.46942782366686,7.91127708008753,488.7492258336916,14.999999999965398,4852.675106979185,6.646469967074184,True,500.0,498.0,4853.855150415764,1.781361175121531,0.001465721646755,110.16700890577133,0.9100769735407792,110.17076786217868,65.96328548644382,294.77635537524094,0.6526104417670683,0.0100401606425702,0.0080321285140562,a,1,silver,True,False,True,True,True,True,False
48086,150.08945162,2.3625202788888893,3.199436984326499,z_sys,3.2167427817753573,1235.4388395889837,2.5776604371298752,0,0,dv_out_of_band,5105.129558736196,5124.739650324784,5126.167697520849,5125.061,107.59204953460971,46.318291567036255,8.486659868213792,496.46250891663504,0.0014850788050966,5124.730621963222,3.610441788615574,True,500.0,499.0,5124.739617119742,2.500455770282582,0.0020574014968505,146.875272598623,2237.9708531530923,2242.785296292024,58.31620786425616,372.3428938709475,0.6072144288577155,0.0721442885771543,0.0220440881763527,c,3,bronze,False,True,False,True,False,True,False
48121,150.0803971571723,2.36277555,4.517360727949767,z_sys,4.51387541147458,-189.37887959927704,2.8176163580689297,0,1,ok,6707.289916146694,6701.202715390955,6703.052921467303,6701.061,73.13001012489939,24.14180672585593,2.681584651050798,119.96640468598572,4.527829787346303e-05,6701.199856558705,1.1432470170095326,True,500.0,500.0,6701.202715390451,0.6191045306991516,0.000509407215215,27.67925620643843,8.08990424036603,28.8372636489656,20.02403116229881,63.13221135885219,0.56,0.202,0.0,a,0,gold,False,False,True,True,True,True,True
48146,150.07960361563778,2.3626120255555554,3.155380571338563,z_sys,3.148599411491359,-489.2309004634309,3.510288148845932,0,0,dv_out_of_band;skew_pinned,5051.571499159151,5041.921832254749,5043.3278465677,5047.061,198.5688937070736,52.10916148259134,8.084201669587856,480.8012773742,14.999999999999932,5040.715995451092,6.791748419470687,True,500.0,499.0,5041.921832262575,1.9028481355516704,0.0015656832493478,112.95717003851396,31.321415491445883,117.21925324577676,64.1994884302233,256.620927110212,0.6032064128256514,0.0080160320641282,0.0060120240480961,a,1,silver,True,True,True,True,True,True,False
48256,150.12647973569204,2.3631503266666667,3.4844627131972983,z_sys,3.482612225629505,-123.70762160974436,3.021882429264516,0,0,skew_pinned,5451.62678655256,5447.863019429127,5449.37720433102,5451.061,153.7189459779086,45.562574001314914,15.3970389592032,847.6466568425662,14.999999999999998,5445.566402273448,12.935453528960576,True,500.0,498.0,5447.863020391403,3.301542199954157,0.0027165461526953,181.604821016864,2.325996241527934,181.6197160968016,56.27784904974865,484.8695963047144,0.6164658634538153,0.0100401606425702,0.0261044176706827,b,3,bronze,True,False,False,True,False,True,False
48525,150.08151033,2.363789453333333,3.93883538677916,z_sys,3.9492402985734447,631.5889957442141,8.643515012449717,1,1,ok,6003.994014645822,6014.9770396390095,6016.64295376678,6016.061,399.6386991713704,45.131674430225736,10.357775012813365,516.5464434982302,2.00819989017597,6011.43008453012,6.6592833241542015,True,500.0,500.0,6014.977039538137,1.129181722273605,0.0009291044540068,56.39760919164927,5.76212602570363,56.69120230573783,47.30363404626606,76.01945592439789,0.27,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
48586,150.17813124,2.3638930733333336,3.4596043884078185,z_sys,3.474304173457278,988.1783916762316,3.709787012743332,0,1,ok,5421.407266855733,5437.765865173353,5439.27735454681,5438.061,158.06267025524946,35.164025343586125,3.866993261994139,213.2302821217166,0.875312054163425,5436.823529694104,1.952538643271867,True,500.0,500.0,5437.765866110452,0.7478236832060625,0.0006153177357985,41.364121208942166,4.435683597811653,41.60127176382898,36.79545859129684,82.80377550047997,0.576,0.04,0.0,a,0,gold,False,False,True,True,True,True,True
48648,150.0783225,2.36476518,3.418467433947656,z_sys,3.425127646394019,451.89457429436857,3.2680526920188497,0,1,ok,5371.398305427148,5377.999386920277,5379.494925891818,5377.061,233.7986170988418,66.3601958936256,5.490133719674304,306.0436328872391,0.0008937862366616,5377.993546352491,2.3356430579763177,True,500.0,496.0,5377.999302863,1.1994768836572844,0.0009869429301355,66.9639533060257,5.448576695168861,67.18525158377192,72.04472845506416,143.28567595296923,0.625,0.0221774193548387,0.0,a,0,gold,False,False,True,True,True,True,True
48688,150.127787618539,2.3651850855555554,4.388786720901873,z_sys,4.390417856145141,90.74436774663418,10.6086511999784,1,1,ok,6550.986352998781,6551.159417631736,6552.969275179964,6553.061,317.2719980238858,25.73806063955576,5.360730050644634,245.3753242959299,4.826703586100126,6549.58457281141,4.170731414888791,True,500.0,500.0,6551.159417634039,0.4158394971229875,0.0003421580561253,19.03515763064751,3.477743212233942,19.35024350941965,25.609069751873182,20.521298147188503,0.026,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
48744,150.178434128542,2.364869268888889,3.4573448216184914,z_sys,3.4652884969019766,534.2763537699877,3.336748447515665,0,1,ok,5418.660379296952,5426.808702507884,5428.317267028826,5426.061,130.9404102666346,32.56393050009997,3.632771160411721,200.68482831509897,1.3786226927742392e-05,5426.804829617521,1.5487688561284716,True,500.0,499.0,5426.8081392268605,0.7587232384997581,0.0006242859968044,41.98827799215045,2.7139509124360104,42.07589592986961,35.43892201416444,87.28028127702844,0.5831663326653307,0.0741482965931863,0.0,a,0,gold,False,False,True,True,True,True,True
49289,150.13005719849852,2.3672327033333334,3.7572416830020936,z_sys,3.757125785714312,-7.303629938295512,10.125691689795202,1,1,ok,5783.235996775155,5781.491731901514,5783.095103919318,5784.061,437.6352368803748,40.99300554678755,8.504695090362475,441.1384963573136,8.883041377039211,5779.6892965222805,6.997999108304132,True,500.0,500.0,5781.491731895416,0.7329428406666881,0.0006030740393885,38.00459608143687,1.6040770324124196,38.03843301766096,43.06081792410195,51.72538130156124,0.34,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
49694,150.07954806302885,2.367766382222222,3.4199192904280213,z_sys,3.4219857212081006,140.16101248464992,12.481498110434394,1,1,ok,5373.163283794633,5374.180861528681,5375.675381701052,5375.061,904.764733247079,68.80161683572555,6.031943724302437,336.6093133426372,3.441606808076977,5372.196085928221,4.43414392527285,True,500.0,500.0,5374.180861530501,0.4783141092123301,0.0003935621700812,26.69437213479956,7.406472633067291,27.702803838881326,70.6033250179233,32.09795522035412,0.022,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
49540,150.11122932302013,2.3675214544444447,3.5651,z_dja,3.5672144191726884,138.85499135233573,11.427374662205755,1,1,ok,5549.655117,5550.683906159624,5552.225552955662,5552.061,471.7773581765459,38.44060400482707,6.259949420516023,338.216521727299,4.388080430190952,5548.769806240658,4.814141871662056,True,500.0,500.0,5550.683906171414,0.5912529155904945,0.0004864896692973,31.94802605643858,,31.94802605643858,39.78048552897425,36.12757521607442,0.094,0.0,0.0,d,1,silver,False,False,False,True,True,True,True
49726,150.17380696303826,2.3679732244444445,3.1711728991265264,z_sys,3.1755919170604496,317.6056903885077,30.55899995568666,1,1,ok,5070.769758281144,5074.72708633459,5076.141825812877,5077.061,1577.7275102021115,48.19964793919656,7.477794682351487,441.9256884229405,6.231351137961331,5072.767904127814,5.980740186944691,True,500.0,500.0,5074.727086334721,0.2775476226983188,0.0002283690926052,16.413448509334476,5.455243876517324,17.296270630423596,44.30666932163687,14.740845827722811,0.006,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
49902,150.14021900153563,2.3688509,2.9618321363582,z_sys,2.962860636001363,77.8267290141718,31.3322952526851,1,1,ok,4816.280473206573,4816.184723999502,4817.530789367777,4816.061,1364.2412221007228,41.41845747948624,6.067904942095083,377.7086386715661,0.0005031080370614,4816.178268781478,2.5814416875997765,True,500.0,500.0,4816.185407955089,0.1153803451195188,9.493607965471452e-05,7.183828010121783,1.5694132287743152,7.353260689086312,40.68275181003572,13.739533256710466,0.472,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
49939,150.15172124458957,2.368674411111111,3.750372266997093,z_sys,3.753923592937952,224.121536824828,3.2232118151009748,0,1,ok,5774.885053820357,5777.599963848333,5779.202294226881,5777.061,173.35028867681066,54.37755833019018,9.287185253522694,481.9012883905756,8.287436892879992e-05,5777.590062797955,3.959430045718223,True,500.0,497.0,5777.599951086553,2.160157070200217,0.0017774027704356,112.17056589583048,12.39709845069119,112.85355069020636,62.044813788258935,261.88617639768205,0.6116700201207244,0.0241448692152917,0.0040241448692152,b,1,silver,False,False,False,True,True,True,True
50654,150.11921915524886,2.3711898644444447,3.463694344321006,z_sys,3.4602671921635686,-230.17578937173204,4.258685466026151,0,0,skew_pinned,5426.379303560718,5420.7060818614655,5422.213017497485,5423.061,256.32303603791075,53.90939780173888,11.333793772394529,627.0116537398351,14.999999999999998,5419.015536992054,9.521815398278513,True,500.0,499.0,5420.706081865155,1.903614008150002,0.0015663149619685,105.19748357056476,15.7095244200896,106.36399629143612,63.031774411815256,219.66671048926736,0.5731462925851704,0.002004008016032,0.0040080160320641,a,1,silver,True,False,True,True,True,True,False
50751,150.13823243,2.371613331111111,3.159992468663634,z_sys,3.1766800362480483,1202.5999907109892,2.8175879196791813,0,0,dv_out_of_band,5057.17804438032,5076.049528393866,5077.464619665665,5075.061,149.02392179514294,35.96025890741566,2.803987403598512,165.60413098185134,5.640000563343108e-06,5076.046539068276,1.1954313035171202,True,500.0,499.0,5076.048708664664,0.4871683150951482,0.000400847196247,28.887303799351084,3.26758863851848,29.071523116386224,36.52054985408098,73.31732863634296,0.5490981963927856,0.2044088176352705,0.0,a,1,silver,False,True,True,True,True,True,False
50966,150.13745461840568,2.37177286,3.715756172445461,z_sys,3.719411548971199,232.38146195296488,6.153353232639944,1,1,ok,5732.803306156774,5735.655931957661,5737.247037737818,5736.061,264.9249847995525,38.888897644882064,4.32904324651463,226.27151547125555,1.733804252482306e-05,5735.651316772963,1.845612360641051,True,500.0,500.0,5735.655931754375,0.5069652717263343,0.0004171369858765,26.51844534484946,2.9760994504018465,26.684922923749475,39.25003276775944,41.378903449673366,0.53,0.004,0.0,a,0,gold,False,False,True,True,True,True,True
50970,150.18688489679192,2.372284317777778,3.0655103966160846,z_sys,3.065531346918153,1.544884144957435,13.131078957546372,1,1,ok,4942.319023854276,4940.9653092284125,4942.344492507991,4942.061,670.8927253498455,49.82451253659151,7.137061404832821,433.2438781167775,3.6467524845209214,4938.643774384833,5.3050387654141735,True,500.0,500.0,4940.965309218188,0.5760098798761312,0.0004739467740878,34.94903579221537,6.735617233622473,35.592185129932986,50.85129503056722,40.97058642908845,0.042,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
51240,150.11922476516514,2.372717273333333,3.7190006042280377,z_sys,3.736606864326755,1118.5046228756044,3.022674228561452,0,1,ok,5736.747464541899,5756.554168835133,5758.150866756107,5755.061,108.12797478214132,31.9111959911036,4.566901826494359,237.8769895732077,0.7139540701256637,5755.591267847619,2.20036631375316,True,500.0,500.0,5756.55416893468,1.1669768332251278,0.0009602022948114,61.000502072591466,5.448721267416894,61.24336549013482,35.0658907578204,120.72118338793425,0.644,0.07,0.0,a,0,gold,False,False,True,True,True,True,True
51579,150.10867511,2.374358382222222,4.522096513814507,z_sys,4.5266030332854506,244.6571779104653,29.051020322992983,1,1,ok,6713.047068948882,6716.671142245157,6718.525509474124,6718.061,824.7115571260606,26.29176079609377,5.220987170272565,233.0874907350632,4.671274155268112,6715.129035996022,4.030642411953905,True,500.0,500.0,6716.67114224481,0.2238677407069421,0.0001842012759873,10.000215164086496,1.782728064933838,10.157874909720451,27.345360327005054,9.086844212861036,0.016,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
53947,150.10068138211412,2.3974694822222222,3.5359099966434178,z_sys,3.5428816774563616,460.780158523984,7.263444466943501,1,1,ok,5514.169705619504,5521.111222819005,5522.644968833376,5521.061,813.5844744686999,111.46706524413791,11.198856570215868,608.0913538110663,0.0002548038264655,5521.099283739506,4.774437891715805,True,500.0,500.0,5521.111418916695,1.3022494095677182,0.00107150565529,70.8191552297133,7.964479679867315,71.26559958367886,120.5068450211617,115.7982339165625,0.514,0.0,0.002,a,0,gold,False,False,True,True,True,True,True
54193,150.10128602629246,2.3967334955555555,3.5357192266194497,z_sys,3.531901508059284,-252.33555560213784,2.8948339194197032,0,0,narrow_fwhm;skew_pinned,5513.937792224467,5507.766524903888,5509.29670630243,5509.061,167.5493865712753,23044.795169506688,1.1902975743932984,64.79100688905375,14.99999986813893,5507.588980517792,1.0000000000000002,True,500.0,500.0,5507.766524903827,0.3326986351819445,0.0002737482215133,18.09363589328152,3.732454971802485,18.474600941703137,33.460863194885256,49.466228088391865,0.552,0.616,0.0,a,2,bronze,True,False,True,False,True,True,False
54521,150.09351762170343,2.39552825,3.417666420185612,z_sys,3.412888747100676,-324.2232937980045,3.55936494238502,0,0,dv_out_of_band,5370.424537027044,5363.124892600667,5364.616463187879,5365.061,191.91318678331984,52.85725734730124,11.991467987004398,670.3171174682531,0.014829237478338,5363.061108196482,5.101476646811601,True,500.0,500.0,5363.124929021685,2.371449735926033,0.0019512551677638,132.41642244788224,14.116443344886852,133.1667485020394,64.80674829736827,355.8719395363957,0.614,0.01,0.058,a,2,bronze,False,True,True,True,False,True,False
55418,150.10087948198074,2.391999638888889,3.840589475929619,z_sys,,,0.0,0,0,fit_failed,5884.55940820336,,,5879.061,,,,,,,,False,,,,,,,,,,,,,,a,5,bad,False,False,False,False,False,False,False
56591,150.1178659856953,2.386745448888889,3.753380821677738,z_sys,3.755203454403476,114.95219200369338,1.7086126887767212,0,1,ok,5778.542463488975,5779.15543671418,5780.758183414674,5784.061,96.36052881383546,48.68819763326736,9.72443013594875,504.6299370608617,9.18085428478903,5777.126165136224,8.034709940838702,True,500.0,500.0,5779.155437496142,5.338196756669136,0.0043923315201208,277.0213269601097,20.86900742038398,277.80628333688213,76.46514218416237,628.98047778199,0.658,0.12,0.068,a,2,bronze,False,False,True,True,False,False,True
57111,150.11467345618294,2.387244618888889,3.7588987311907305,z_sys,3.772000625376045,825.3693310445123,2.8417049290031065,0,0,skew_pinned,5785.250420546636,5799.569789238132,5801.178000250898,5803.061,120.7904553792426,258.0016656095629,2.75634816505044,142.49177180865365,14.999976023385509,5799.158653272337,2.315679897487085,True,500.0,500.0,5799.569789203001,5.097384494830675,0.0041941885278717,264.2178703751216,7.682201320027136,264.32952775406307,1318.4959577567677,680.1459714787122,0.61,0.148,0.038,a,2,bronze,True,False,True,True,False,True,False
57248,150.10668204367022,2.383779145555556,3.723101296811256,z_sys,3.729909806826085,432.1609519663223,6.86727961610662,1,1,ok,5741.73255349454,5748.414935012118,5750.009454864267,5750.061,330.4891707367136,47.5095638189292,6.591960796935382,343.89999294200857,4.924330783426074,5746.496571420822,5.148681880262591,True,500.0,500.0,5748.414935018319,0.990337375310686,0.0008148612561043,51.72221460958674,9.95828358479574,52.6721453528842,50.944944991549455,67.69811535129094,0.344,0.0,0.0,a,0,gold,False,False,True,True,True,True,True
58782,150.18005219827413,2.37831,4.932169816765184,z_sys,4.934361370901964,110.7539773471232,27.595624946948146,1,1,ok,7211.560881146932,7212.237274935816,7214.225087764391,7214.061,757.6270154230313,27.20004887101637,8.500156903491188,353.4550368350974,4.381243512660025,7209.638188498018,6.536947587896964,True,500.0,500.0,7212.237274932622,0.306092421239149,0.0002518569344446,12.72802562531477,36.078889696109584,38.25818759458832,27.67676260161796,15.98372794726408,0.0,0.0,0.0,c,1,silver,False,False,False,True,True,True,True
59457,150.13188632330443,2.375784785555556,2.9917631655753545,z_sys,2.9965036326547807,356.02219341698515,3.051642813532254,0,0,narrow_fwhm,4852.666727494991,4857.0726594036,4858.429571109437,4856.061,112.65820345273993,80.64179027896637,1.6192311895483726,99.95482348036502,1.8513060847351976,4856.526993720601,1.0149381703766611,True,500.0,500.0,4857.072658901586,0.3236682822654192,0.0002663174742501,20.001179153694483,1.7446898030869729,20.0771290290016,22.814213120669983,45.70418250299136,0.592,0.654,0.0,a,1,silver,False,False,True,False,True,True,True
59737,150.08672731,2.3749150944444444,3.4173,z_dja,3.425630283349577,565.3580515713943,15.036421771244465,1,1,ok,5369.979091,5378.610264600016,5380.105966559581,5379.061,665.3794301015632,43.47372200763401,6.500412780422266,362.3198448097568,0.0004452038627012,5378.603334522425,2.771338028668321,True,500.0,500.0,5378.610249755411,0.2722666891512541,0.0002240240629324,15.204021569206292,,15.204021569206292,43.07038529264273,28.774037992744297,0.528,0.0,0.0,d,1,silver,False,False,False,True,True,True,True
