ID,ra,dec,z_sys,z_sys_source,z_lya,delta_v_kms,lya_snr,snr_flag,quality_flag,quality_reason,lya_sys_wave,lya_peak_wave,lya_peak_wave_vac,best_center,flux_fit,flux_fit_err,fwhm_ang,fwhm_kms,alpha_skew,mu,sigma,fit_success
18444,150.12027360213534,2.2633166566666665,4.865695905931787,z_sys,4.871177961638738,280.18482063103824,3.8342967019580634,0,1,ok,7130.750541964096,7135.447793461536,7137.414912625365,7135.061,176.54648441464983,47.32194873553635,10.358758169275461,435.2203368715431,0.012412718178683783,7135.414663104918,4.416276537199594,True
18502,150.09363490210197,2.263806912222222,3.3744,z_dja,3.378797128378751,301.3501108282816,10.547205131145764,1,1,ok,5317.826848,5321.691785654816,5323.172305056197,5322.061,427.5105282104228,40.56012278155095,8.3054181465086,468.12560739216985,1.875679992232751,5318.875279501031,5.238701446039148,True
18866,150.13633145152758,2.2647953511111107,3.2474744585663524,z_sys,3.2550090705537054,531.8030443265391,2.3296545804316,0,1,ok,5163.527275045358,5171.246448462465,5172.686876800023,5172.061,188.94232938745597,87.62841683486812,8.876665925263296,514.9124313343808,2.204116128470507,5168.174886908856,5.877117058795992,True
19819,150.11892789,2.2683828133333335,3.084496294212153,z_sys,3.088105185597499,264.8841720338823,2.238219475113376,0,1,ok,4965.399609984888,4968.400359426969,4969.786830975311,4968.061,125.01742649506227,43.680299946229155,4.081895832643568,246.30242800884392,0.021051039335841588,4968.369962330343,1.7365427058234413,True
23341,150.12872019037997,2.2812037944444445,3.1840106038551834,z_sys,3.1815809193767777,-174.09159557926353,6.039034239058839,1,0,skew_pinned,5086.3761707886315,5082.0058004484545,5083.422476258767,5085.061,330.98220393376954,57.32011449869319,7.5454508010925565,445.21206923451194,14.999999999999982,5080.88032354325,6.339129780161564,True
26580,150.11948845996713,2.291802978888889,3.005279481392564,z_sys,3.0077944594538533,188.2444054934931,8.883438835011361,1,1,ok,4869.0981071444985,4870.7949374464915,4872.155490524266,4871.061,629.3209001992494,68.99735282250295,7.114189791464014,438.0513378473046,1.1297825287311585,4868.791075362373,3.8341839590384694,True
26999,150.09337527,2.2937405133333333,3.300137844392818,z_sys,3.3034696908894725,232.28614687623377,13.23233341789166,1,1,ok,5227.548573293017,5230.142882877619,5231.598999123606,5231.061,576.8888264364147,40.90580452924048,5.9787974820355885,342.83631051898715,3.266231092847904,5228.1463136454795,4.362994731872176,True
28600,150.1112496902858,2.29841707,3.487007543447717,z_sys,3.503229142388978,1083.8210036870616,2.7719583025638777,0,0,skew_pinned,5454.720460343086,5472.919696520051,5474.440571528009,5476.061,117.54009867662486,122.63021862648841,5.291457163510131,289.89421420477004,14.999719050843565,5472.130424548182,4.445491007747527,True
29701,150.10582531977326,2.3027749655555554,3.4899060755399622,z_sys,3.4898350453106355,-4.7427110242188535,22.136425663191662,1,1,ok,5458.244118851666,5456.641241015884,5458.157769532781,5458.061,545.8307585873724,23.34903009018277,5.947587119075251,326.8826734744555,3.451571247932185,5454.684222460159,4.372132516394119,True
33361,150.1186535995437,2.314427162222222,3.48937394450284,z_sys,3.4941490109940423,318.8705013677583,7.45416116550701,1,1,ok,5457.5972231137675,5461.88419982695,5463.402128195127,5463.061,236.7957355810641,29.23076223324036,5.159979090287379,283.31383156586514,2.3539384822896903,5460.103398962457,3.47386471078466,True
